Date,SPY,IWM
2/13/2004,93.23,50.7
2/17/2004,94.07,51.6
2/18/2004,93.65,51.22
2/19/2004,93.31,50.31
2/20/2004,93.02,50.23
2/23/2004,92.79,49.47
2/24/2004,92.63,49.47
2/25/2004,93.01,50.16
2/26/2004,93.07,50.47
2/27/2004,93.14,50.73
3/1/2004,94.06,51.53
3/2/2004,93.51,51.12
3/3/2004,93.68,51.17
3/4/2004,93.92,51.82
3/5/2004,94.24,51.94
3/8/2004,93.09,51.2
3/9/2004,92.72,50.77
3/10/2004,91.16,49.7
3/11/2004,89.98,49.21
3/12/2004,91.16,50.53
3/15/2004,90.04,49.23
3/16/2004,90.52,49.25
3/17/2004,91.53,50.16
3/18/2004,91.56,49.86
3/19/2004,90.24,49.42
3/22/2004,89.1,48.47
3/23/2004,88.94,48.55
3/24/2004,89.02,48.49
3/25/2004,90.2,49.6
3/26/2004,90.22,49.73
3/29/2004,91.49,50.68
3/30/2004,91.8,51.1
3/31/2004,91.9,51.21
4/1/2004,92.46,51.77
4/2/2004,93.15,52.43
4/5/2004,93.67,52.58
4/6/2004,93.37,51.94
4/7/2004,93.15,52.33
4/8/2004,92.93,51.87
4/12/2004,93.3,52
4/13/2004,91.99,50.79
4/14/2004,92.14,50.64
4/15/2004,91.79,50.24
4/16/2004,92.5,50.63
4/19/2004,92.5,51
4/20/2004,90.94,49.87
4/21/2004,91.55,50.69
4/22/2004,92.84,51.39
4/23/2004,92.93,51.28
4/26/2004,92.8,51.39
4/27/2004,92.88,51.25
4/28/2004,91.68,50.18
4/29/2004,90.87,49.19
4/30/2004,90.16,48.39
5/3/2004,91.13,49.02
5/4/2004,91.06,49.3
5/5/2004,91.64,49.51
5/6/2004,90.85,48.79
5/7/2004,89.35,47.4
5/10/2004,88.43,46.56
5/11/2004,89.18,47.58
5/12/2004,89.75,47.94
5/13/2004,89.38,47.28
5/14/2004,89.42,47.1
5/17/2004,88.65,46.65
5/18/2004,89.1,47.17
5/19/2004,88.79,46.84
5/20/2004,89.07,46.94
5/21/2004,89.23,47.37
5/24/2004,89.6,47.99
5/25/2004,90.89,48.99
5/26/2004,91.2,49.33
5/27/2004,91.72,49.34
5/28/2004,91.71,49.43
6/1/2004,91.59,49.9
6/2/2004,91.93,49.73
6/3/2004,91.08,48.77
6/4/2004,91.81,49.38
6/7/2004,93.2,50.28
6/8/2004,93.33,50.23
6/9/2004,92.46,49.32
6/10/2004,92.92,49.51
6/14/2004,92,48.54
6/15/2004,92.65,49.43
6/16/2004,92.63,49.52
6/17/2004,92.5,49.4
6/18/2004,92.67,49.57
6/21/2004,92.32,49.37
6/22/2004,92.78,49.75
6/23/2004,93.58,50.5
6/24/2004,93.29,50.32
6/25/2004,92.84,50.91
6/28/2004,92.52,50.81
6/29/2004,92.91,51.23
6/30/2004,93.4,51.52
7/1/2004,92.11,50.58
7/2/2004,92.06,50.74
7/6/2004,91.25,49.83
7/7/2004,91.52,49.77
7/8/2004,90.88,48.86
7/9/2004,91.12,49.19
7/12/2004,91.16,48.9
7/13/2004,91.23,48.97
7/14/2004,90.95,48.68
7/15/2004,90.36,48.79
7/16/2004,90.29,48.25
7/19/2004,89.91,48.19
7/20/2004,91.05,49.14
7/21/2004,89.37,47.6
7/22/2004,89.61,47.68
7/23/2004,88.86,47
7/26/2004,88.69,46.38
7/27/2004,89.52,47.25
7/28/2004,89.79,47.21
7/29/2004,90.17,47.77
7/30/2004,90.39,48.03
8/2/2004,90.58,47.85
8/3/2004,89.88,47.17
8/4/2004,89.87,47.13
8/5/2004,88.41,46.26
8/6/2004,87.14,45.29
8/9/2004,87.26,45.15
8/10/2004,88.39,45.85
8/11/2004,88.21,45.79
8/12/2004,87.25,45.13
8/13/2004,87.42,45.13
8/16/2004,88.32,45.9
8/17/2004,88.82,46.19
8/18/2004,89.73,47.17
8/19/2004,89.47,46.77
8/20/2004,90.1,47.6
8/23/2004,89.87,47.43
8/24/2004,90,47.56
8/25/2004,90.61,47.83
8/26/2004,90.61,47.55
8/27/2004,90.89,47.92
8/30/2004,90.14,47.38
8/31/2004,90.62,47.3
9/1/2004,90.79,48.14
9/2/2004,91.81,48.98
9/3/2004,91.44,48.44
9/7/2004,92.04,49.05
9/8/2004,91.81,48.79
9/9/2004,91.73,49.2
9/10/2004,92.21,49.65
9/13/2004,92.51,49.92
9/14/2004,92.69,49.82
9/15/2004,91.99,49.52
9/16/2004,92.27,50.05
9/17/2004,92.66,49.96
9/20/2004,92.11,49.74
9/21/2004,92.51,50.12
9/22/2004,91.35,49.27
9/23/2004,90.86,49.22
9/24/2004,91.28,49.31
9/27/2004,90.7,48.79
9/28/2004,91.13,49.37
9/29/2004,91.59,49.83
9/30/2004,91.52,49.83
10/1/2004,93.07,51.08
10/4/2004,93.23,51.37
10/5/2004,93.28,51.32
10/6/2004,93.92,51.66
10/7/2004,92.91,50.79
10/8/2004,92.14,50.15
10/11/2004,92.52,50.39
10/12/2004,92.16,50.27
10/13/2004,91.34,49.54
10/14/2004,90.61,49.22
10/15/2004,91.12,49.73
10/18/2004,91.46,49.94
10/19/2004,90.69,49.42
10/20/2004,90.51,49.68
10/21/2004,91.1,50.31
10/22/2004,90.08,49.45
10/25/2004,89.97,49.98
10/26/2004,91.34,50.64
10/27/2004,92.44,51.13
10/28/2004,92.72,50.94
10/29/2004,92.7,50.85
11/1/2004,92.96,51.25
11/2/2004,92.99,51.05
11/3/2004,94.16,51.87
11/4/2004,95.45,52.51
11/5/2004,96.05,52.75
11/8/2004,95.91,52.56
11/9/2004,95.72,52.75
11/10/2004,95.79,53.13
11/11/2004,96.52,53.66
11/12/2004,97.28,54.2
11/15/2004,97.52,54.51
11/16/2004,96.82,54.03
11/17/2004,97.4,54.32
11/18/2004,97.53,54.23
11/19/2004,96.44,53.66
11/22/2004,96.9,54.23
11/23/2004,97.05,54.56
11/24/2004,97.28,54.89
11/26/2004,97.21,54.93
11/29/2004,96.77,55.12
11/30/2004,96.83,55.53
12/1/2004,97.93,56.05
12/2/2004,98.01,55.97
12/3/2004,97.95,55.86
12/6/2004,97.92,55.6
12/7/2004,97,54.62
12/8/2004,97.57,55.23
12/9/2004,97.92,54.81
12/10/2004,98.01,55.23
12/13/2004,98.87,55.84
12/14/2004,99.21,56.14
12/15/2004,99.29,56.61
12/16/2004,99.23,56.16
12/17/2004,98.57,55.94
12/20/2004,98.59,55.87
12/21/2004,99.35,56.46
12/22/2004,99.59,56.57
12/23/2004,99.66,56.72
12/27/2004,99.46,56.35
12/28/2004,100,57.1
12/29/2004,100.15,57.09
12/30/2004,99.96,56.89
12/31/2004,99.75,56.86
1/3/2005,99.28,56.12
1/4/2005,98.06,54.92
1/5/2005,97.39,53.82
1/6/2005,97.88,54.1
1/7/2005,97.74,53.5
1/10/2005,98.2,54.05
1/11/2005,97.53,53.39
1/12/2005,97.85,53.61
1/13/2005,97.07,53.45
1/14/2005,97.58,53.95
1/18/2005,98.59,54.6
1/19/2005,97.56,53.81
1/20/2005,96.97,53.49
1/21/2005,96.37,53.37
1/24/2005,96.18,52.96
1/25/2005,96.45,53.1
1/26/2005,96.74,53.81
1/27/2005,96.91,53.96
1/28/2005,96.91,53.92
1/31/2005,97.51,54.55
2/1/2005,98.13,54.85
2/2/2005,98.43,55.27
2/3/2005,98.17,54.97
2/4/2005,99.22,55.66
2/7/2005,99.09,55.65
2/8/2005,99.2,55.79
2/9/2005,98.46,54.6
2/10/2005,98.81,54.69
2/11/2005,99.66,55.58
2/14/2005,99.59,55.54
2/15/2005,99.96,55.58
2/16/2005,100.03,55.75
2/17/2005,99.22,55.26
2/18/2005,99.35,55.12
2/22/2005,97.87,54.05
2/23/2005,98.58,54.37
2/24/2005,99.23,54.88
2/25/2005,100.21,55.79
2/28/2005,99.55,55.44
3/1/2005,100.04,55.87
3/2/2005,100,55.77
3/3/2005,100.04,55.82
3/4/2005,101.28,56.5
3/7/2005,101.33,56.36
3/8/2005,100.95,55.82
3/9/2005,99.83,55.19
3/10/2005,100.05,54.96
3/11/2005,99.35,54.92
3/14/2005,99.97,55.33
3/15/2005,99.15,54.96
3/16/2005,98.3,54.65
3/17/2005,98.5,54.65
3/18/2005,98.21,54.35
3/21/2005,97.84,54.42
3/22/2005,96.85,54.05
3/23/2005,96.93,53.65
3/24/2005,97.05,53.85
3/28/2005,97.19,53.87
3/29/2005,96.54,53.1
3/30/2005,97.91,53.88
3/31/2005,97.73,53.87
4/1/2005,97.29,53.65
4/4/2005,97.45,53.84
4/5/2005,97.92,53.94
4/6/2005,98.26,54.11
4/7/2005,98.79,54.32
4/8/2005,97.76,53.5
4/11/2005,97.84,53.23
4/12/2005,98.34,53.73
4/13/2005,97.18,52.77
4/14/2005,95.91,51.71
4/15/2005,94.57,51
4/18/2005,94.86,51.33
4/19/2005,95.62,52.17
4/20/2005,94.28,51.36
4/21/2005,96.11,52.61
4/22/2005,95.75,51.76
4/25/2005,96.38,52.24
4/26/2005,95.44,51.5
4/27/2005,95.81,51.48
4/28/2005,94.61,50.17
4/29/2005,95.9,50.82
5/2/2005,96.44,51.34
5/3/2005,96.6,51.6
5/4/2005,97.35,52.17
5/5/2005,97.31,52.16
5/6/2005,97.01,52.35
5/9/2005,97.61,52.85
5/10/2005,96.6,52.22
5/11/2005,97.13,52.25
5/12/2005,96.06,51.42
5/13/2005,95.87,51.24
5/16/2005,96.77,52.03
5/17/2005,97.41,52.34
5/18/2005,98.42,53.39
5/19/2005,98.83,53.52
5/20/2005,98.69,53.45
5/23/2005,99.24,53.81
5/24/2005,99,53.58
5/25/2005,98.93,53.18
5/26/2005,99.46,53.92
5/27/2005,99.63,54.22
5/31/2005,98.99,54.11
6/1/2005,99.83,54.72
6/2/2005,100.05,54.87
6/3/2005,99.54,54.47
6/6/2005,99.45,54.67
6/7/2005,99.53,54.78
6/8/2005,99.34,54.44
6/9/2005,99.82,54.97
6/10/2005,99.58,55.08
6/13/2005,99.9,55.33
6/14/2005,100.13,55.81
6/15/2005,100.32,55.96
6/16/2005,100.58,56.5
6/17/2005,100.95,56.47
6/20/2005,100.98,56.3
6/21/2005,101.04,56.46
6/22/2005,101.13,56.59
6/23/2005,99.7,55.59
6/24/2005,98.97,55
6/27/2005,99.11,55.14
6/28/2005,99.94,56
6/29/2005,99.68,56.44
6/30/2005,99.14,56.32
7/1/2005,99.43,56.56
7/5/2005,100.23,57.46
7/6/2005,99.39,56.93
7/7/2005,99.78,57.09
7/8/2005,100.92,58.32
7/11/2005,101.43,59.04
7/12/2005,101.7,58.85
7/13/2005,101.84,58.72
7/14/2005,102.24,58.3
7/15/2005,102.18,58.35
7/18/2005,101.77,58.01
7/19/2005,102.33,58.83
7/20/2005,102.68,59.54
7/21/2005,102.08,58.61
7/22/2005,102.76,59.52
7/25/2005,102.47,59.13
7/26/2005,102.6,59.3
7/27/2005,102.97,59.47
7/28/2005,103.62,60.08
7/29/2005,102.93,60.02
8/1/2005,102.86,59.99
8/2/2005,103.47,60.44
8/3/2005,103.75,60.14
8/4/2005,102.91,59.14
8/5/2005,102.22,58.32
8/8/2005,102.02,58.12
8/9/2005,102.64,58.21
8/10/2005,102.59,58.13
8/11/2005,103,58.63
8/12/2005,102.37,57.92
8/15/2005,103,58.54
8/16/2005,101.66,57.52
8/17/2005,101.65,57.45
8/18/2005,101.64,57.26
8/19/2005,101.87,57.56
8/22/2005,101.87,57.89
8/23/2005,101.68,57.88
8/24/2005,100.78,57.65
8/25/2005,101.14,57.97
8/26/2005,100.45,57.02
8/29/2005,101.23,57.79
8/30/2005,100.69,57.54
8/31/2005,101.97,58.82
9/1/2005,101.89,58.82
9/2/2005,101.71,58.5
9/6/2005,102.9,59.37
9/7/2005,103.07,59.55
9/8/2005,102.73,59.21
9/9/2005,103.65,59.58
9/12/2005,103.44,59.84
9/13/2005,102.86,59.38
9/14/2005,102.49,58.7
9/15/2005,102.44,58.5
9/16/2005,103.17,59.18
9/19/2005,102.83,58.9
9/20/2005,101.96,58.05
9/21/2005,101,57.11
9/22/2005,101.36,57.4
9/23/2005,101.45,57.8
9/26/2005,101.56,58.19
9/27/2005,101.54,57.99
9/28/2005,101.64,57.92
9/29/2005,102.47,58.55
9/30/2005,102.78,58.87
10/3/2005,102.42,59.23
10/4/2005,101.26,58.33
10/5/2005,99.94,56.84
10/6/2005,99.58,56.34
10/7/2005,99.92,56.84
10/10/2005,99.08,56.2
10/11/2005,98.93,55.42
10/12/2005,98.16,54.64
10/13/2005,98.1,54.86
10/14/2005,99.13,55.79
10/17/2005,99.5,55.88
10/18/2005,98.42,55.13
10/19/2005,100.06,56.32
10/20/2005,98.3,55.27
10/21/2005,98.68,55.88
10/24/2005,100.21,57.11
10/25/2005,100.01,56.62
10/26/2005,99.72,56.33
10/27/2005,98.66,55.15
10/28/2005,100.08,55.92
10/31/2005,100.35,56.56
11/1/2005,100.65,56.84
11/2/2005,101.71,57.99
11/3/2005,102.14,58.19
11/4/2005,102.01,58.07
11/7/2005,102.11,58.28
11/8/2005,102.11,58.07
11/9/2005,102.24,58.26
11/10/2005,103.03,58.57
11/11/2005,103.39,58.91
11/14/2005,103.33,58.7
11/15/2005,102.95,57.84
11/16/2005,103.16,57.86
11/17/2005,104.12,58.86
11/18/2005,104.53,59.32
11/21/2005,105.06,59.92
11/22/2005,105.51,60.24
11/23/2005,106.12,60.31
11/25/2005,106.2,60.27
11/28/2005,105.45,59.47
11/29/2005,105.33,59.56
11/30/2005,104.76,59.81
12/1/2005,105.83,60.79
12/2/2005,105.97,61.03
12/5/2005,105.74,60.59
12/6/2005,105.94,60.78
12/7/2005,105.32,60.41
12/8/2005,105.26,60.57
12/9/2005,105.53,60.87
12/12/2005,105.63,61.05
12/13/2005,106.35,61.06
12/14/2005,106.77,60.99
12/15/2005,106.46,60.37
12/16/2005,106.12,60.16
12/19/2005,105.57,59.41
12/20/2005,105.67,59.4
12/21/2005,105.84,60.11
12/22/2005,106.39,60.51
12/23/2005,106.45,60.65
12/27/2005,105.37,59.74
12/28/2005,105.6,60.1
12/29/2005,105.13,59.78
12/30/2005,104.56,59.39
1/3/2006,106.4,60.58
1/4/2006,106.91,60.91
1/5/2006,106.97,61.24
1/6/2006,107.86,61.97
1/9/2006,108.14,62.38
1/10/2006,108.25,62.94
1/11/2006,108.59,62.83
1/12/2006,108.17,62.61
1/13/2006,108.07,62.63
1/17/2006,107.77,62.34
1/18/2006,107.34,62.21
1/19/2006,107.75,63.2
1/20/2006,105.79,62.48
1/23/2006,106.17,62.68
1/24/2006,106.28,63.38
1/25/2006,106.37,63.54
1/26/2006,106.96,64.46
1/27/2006,107.95,64.78
1/30/2006,107.86,64.59
1/31/2006,107.07,64.41
2/1/2006,107.82,65.07
2/2/2006,106.57,64.09
2/3/2006,106.04,63.9
2/6/2006,106.32,64.47
2/7/2006,105.38,63.43
2/8/2006,106.34,63.83
2/9/2006,106.16,63.5
2/10/2006,106.35,63.36
2/13/2006,106.16,62.95
2/14/2006,107.28,63.68
2/15/2006,107.66,64.24
2/16/2006,108.47,64.81
2/17/2006,108.17,64.67
2/21/2006,107.91,64.39
2/22/2006,108.56,64.82
2/23/2006,108.4,64.78
2/24/2006,108.68,65.3
2/27/2006,108.72,65.47
2/28/2006,107.69,64.61
3/1/2006,108.64,65.79
3/2/2006,108.64,65.51
3/3/2006,108.13,65.18
3/6/2006,107.64,64.67
3/7/2006,107.47,63.74
3/8/2006,107.7,63.96
3/9/2006,106.97,63.4
3/10/2006,107.99,64.38
3/13/2006,108.19,64.51
3/14/2006,109.33,65.22
3/15/2006,109.81,65.82
3/16/2006,110.04,65.67
3/17/2006,110.13,65.94
3/20/2006,109.95,65.9
3/21/2006,109.26,64.98
3/22/2006,109.93,65.99
3/23/2006,109.7,66.28
3/24/2006,109.79,66.83
3/27/2006,109.63,66.84
3/28/2006,108.95,66.49
3/29/2006,109.63,67.72
3/30/2006,109.44,67.54
3/31/2006,109.46,67.78
4/3/2006,109.38,67.22
4/4/2006,110.08,67.52
4/5/2006,110.46,67.87
4/6/2006,110.34,68.01
4/7/2006,109.22,66.93
4/10/2006,109.39,66.85
4/11/2006,108.46,65.67
4/12/2006,108.66,66.35
4/13/2006,108.52,66.52
4/17/2006,108.48,66.57
4/18/2006,110.2,68.43
4/19/2006,110.41,68.93
4/20/2006,110.56,68.57
4/21/2006,110.58,68.42
4/24/2006,110.38,67.87
4/25/2006,109.92,67.92
4/26/2006,109.95,67.86
4/27/2006,110.48,67.3
4/28/2006,110.85,67.99
5/1/2006,109.95,67.15
5/2/2006,110.77,68.07
5/3/2006,110.36,67.95
5/4/2006,110.75,68.78
5/5/2006,111.73,69.17
5/8/2006,111.6,69.26
5/9/2006,111.82,69.17
5/10/2006,111.76,68.75
5/11/2006,110.41,67.19
5/12/2006,108.97,65.58
5/15/2006,109.19,65.28
5/16/2006,109.03,65.39
5/17/2006,106.95,64.2
5/18/2006,106.41,63.59
5/19/2006,107.16,64.15
5/22/2006,106.35,63.44
5/23/2006,105.54,62.62
5/24/2006,106.38,63.1
5/25/2006,107.69,64.43
5/26/2006,108.24,64.81
5/30/2006,106.32,63.03
5/31/2006,107.51,64.12
6/1/2006,108.54,65.37
6/2/2006,108.77,65.33
6/5/2006,107.18,63.43
6/6/2006,106.92,63.16
6/7/2006,106.12,62.54
6/8/2006,106.02,62.6
6/9/2006,105.69,62.05
6/12/2006,104.54,60.62
6/13/2006,103.33,59.47
6/14/2006,104.13,60.18
6/15/2006,106.34,62.24
6/16/2006,105.56,61.43
6/19/2006,104.73,60.23
6/20/2006,105.09,60.15
6/21/2006,105.87,61.21
6/22/2006,105.4,60.98
6/23/2006,105.38,61.35
6/26/2006,105.85,62.1
6/27/2006,104.94,61.03
6/28/2006,105.65,61.3
6/29/2006,107.78,63.67
6/30/2006,107.79,64.1
7/3/2006,108.23,64.9
7/5/2006,107.61,63.95
7/6/2006,107.92,63.94
7/7/2006,107.22,62.99
7/10/2006,107.43,63
7/11/2006,107.9,63.55
7/12/2006,106.75,62.24
7/13/2006,105.01,60.83
7/14/2006,104.6,60.34
7/17/2006,104.45,60.26
7/18/2006,104.99,60.67
7/19/2006,106.44,62.1
7/20/2006,105.71,60.51
7/21/2006,104.97,59.65
7/24/2006,106.88,61.55
7/25/2006,107.26,61.7
7/26/2006,107.41,61.57
7/27/2006,107.31,60.98
7/28/2006,108.38,62.26
7/31/2006,108.27,62.27
8/1/2006,107.74,61.29
8/2/2006,108.47,62.1
8/3/2006,108.75,62.86
8/4/2006,108.57,62.21
8/7/2006,108.31,61.97
8/8/2006,107.9,61.11
8/9/2006,107.54,60.5
8/10/2006,107.87,61.03
8/11/2006,107.56,60.41
8/14/2006,107.65,60.76
8/15/2006,108.93,62.03
8/16/2006,109.84,62.93
8/17/2006,110.12,63.03
8/18/2006,110.68,63.39
8/21/2006,110.2,62.71
8/22/2006,110.19,62.92
8/23/2006,109.89,62.19
8/24/2006,109.8,62.09
8/25/2006,109.93,62.19
8/28/2006,110.46,62.86
8/29/2006,110.58,63.67
8/30/2006,110.65,64.16
8/31/2006,110.63,64.13
9/1/2006,111.3,64.18
9/5/2006,111.51,64.76
9/6/2006,110.52,63.38
9/7/2006,110.02,62.82
9/8/2006,110.33,63.06
9/11/2006,110.44,62.98
9/12/2006,111.52,64.46
9/13/2006,111.97,65.01
9/14/2006,111.98,64.78
9/15/2006,112.24,64.93
9/18/2006,112.4,64.91
9/19/2006,112.12,64.62
9/20/2006,112.71,65.49
9/21/2006,112.17,64.79
9/22/2006,111.83,63.93
9/25/2006,112.69,64.69
9/26/2006,113.62,64.89
9/27/2006,113.76,65.37
9/28/2006,113.72,65.11
9/29/2006,113.62,64.54
10/2/2006,113.2,63.94
10/3/2006,113.43,63.85
10/4/2006,114.76,65.4
10/5/2006,114.98,66.23
10/6/2006,114.84,65.89
10/9/2006,114.91,66.39
10/10/2006,115.06,66.43
10/11/2006,114.92,66.17
10/12/2006,115.92,67.5
10/13/2006,116.22,68.04
10/16/2006,116.39,68.44
10/17/2006,116.03,68.1
10/18/2006,116.18,68.11
10/19/2006,116.37,68.44
10/20/2006,116.39,67.77
10/23/2006,116.93,67.91
10/24/2006,117.28,68.04
10/25/2006,117.68,68.49
10/26/2006,118.05,69.06
10/27/2006,117.31,68.26
10/30/2006,117.22,68.55
10/31/2006,117.2,68.34
11/1/2006,116.41,66.86
11/2/2006,116.34,66.76
11/3/2006,116.14,67.08
11/6/2006,117.45,67.86
11/7/2006,117.9,68.31
11/8/2006,118.16,68.66
11/9/2006,117.53,68.03
11/10/2006,117.59,68.6
11/13/2006,117.87,68.7
11/14/2006,118.76,70.02
11/15/2006,119.1,70.55
11/16/2006,119.41,70.5
11/17/2006,119.44,70.45
11/20/2006,119.51,70.55
11/21/2006,119.63,70.67
11/22/2006,119.87,70.75
11/24/2006,119.38,70.43
11/27/2006,117.74,68.85
11/28/2006,118.25,69.08
11/29/2006,119.48,69.98
11/30/2006,119.53,69.99
12/1/2006,119.27,69.73
12/4/2006,120.18,71.11
12/5/2006,120.7,71.16
12/6/2006,120.6,70.92
12/7/2006,120.07,70.61
12/8/2006,120.29,70.62
12/11/2006,120.64,70.8
12/12/2006,120.55,70.42
12/13/2006,120.67,70.51
12/14/2006,121.74,70.79
12/15/2006,121.75,70.73
12/18/2006,121.41,69.84
12/19/2006,121.65,69.8
12/20/2006,121.58,70.2
12/21/2006,121.13,69.88
12/22/2006,120.39,69.42
12/26/2006,121.1,70.41
12/27/2006,121.89,71.25
12/28/2006,121.64,70.92
12/29/2006,121.13,70.25
1/3/2007,120.92,70.36
1/4/2007,121.17,70.55
1/5/2007,120.21,69.08
1/8/2007,120.76,68.81
1/9/2007,120.66,69.45
1/10/2007,121.06,69.99
1/11/2007,121.59,70.43
1/12/2007,122.52,71.1
1/16/2007,122.28,70.63
1/17/2007,122.33,70.32
1/18/2007,121.92,69.73
1/19/2007,122.16,70
1/22/2007,121.78,69.49
1/23/2007,122.14,70.15
1/24/2007,123.12,70.91
1/25/2007,121.68,70.02
1/26/2007,121.57,70.28
1/29/2007,121.5,70.9
1/30/2007,122.13,71.28
1/31/2007,122.95,71.44
2/1/2007,123.69,72.2
2/2/2007,123.86,72.25
2/5/2007,123.89,72.24
2/6/2007,123.93,72.42
2/7/2007,124.2,73.08
2/8/2007,124.04,72.97
2/9/2007,123.12,72.3
2/12/2007,122.7,72.1
2/13/2007,123.73,72.63
2/14/2007,124.54,72.74
2/15/2007,124.71,72.79
2/16/2007,124.65,73.07
2/20/2007,124.91,73.78
2/21/2007,124.86,73.91
2/22/2007,124.77,74.17
2/23/2007,124.28,73.78
2/26/2007,124.17,73.72
2/27/2007,119.32,70.27
2/28/2007,120.54,70.97
3/1/2007,120.18,70.6
3/2/2007,118.61,69.19
3/5/2007,117.48,67.67
3/6/2007,119.49,69.52
3/7/2007,119.37,69.29
3/8/2007,120.38,69.81
3/9/2007,120.41,70.38
3/12/2007,120.59,70.58
3/13/2007,118.25,68.77
3/14/2007,119.13,69.5
3/15/2007,119.29,70.04
3/16/2007,118.96,69.56
3/19/2007,120.39,70.43
3/20/2007,121.05,70.99
3/21/2007,123.05,72.26
3/22/2007,122.95,72.26
3/23/2007,123.13,72.38
3/26/2007,122.97,72.22
3/27/2007,122.68,71.89
3/28/2007,121.78,71.39
3/29/2007,121.91,71.48
3/30/2007,121.94,71.66
4/2/2007,122.08,71.84
4/3/2007,123.39,72.61
4/4/2007,123.53,72.6
4/5/2007,123.86,72.56
4/9/2007,124.03,72.66
4/10/2007,124.18,72.88
4/11/2007,123.67,72.43
4/12/2007,124.22,72.92
4/13/2007,124.79,73.39
4/16/2007,125.97,74.4
4/17/2007,126.31,74.17
4/18/2007,126.46,73.74
4/19/2007,126.43,73.39
4/20/2007,127.62,74.24
4/23/2007,127.14,74.16
4/24/2007,127.19,74.13
4/25/2007,128.36,74.33
4/26/2007,128.51,74.75
4/27/2007,128.4,74.43
4/30/2007,127.34,72.83
5/1/2007,127.67,73.12
5/2/2007,128.41,74.1
5/3/2007,129.11,74.23
5/4/2007,129.6,74.7
5/7/2007,129.62,74.49
5/8/2007,129.45,74.22
5/9/2007,129.8,74.52
5/10/2007,128.45,73.6
5/11/2007,129.55,74.27
5/14/2007,129.26,73.62
5/15/2007,129.3,73.03
5/16/2007,130.18,73.43
5/17/2007,129.92,72.86
5/18/2007,131.06,73.72
5/21/2007,130.99,74.65
5/22/2007,130.89,75.11
5/23/2007,130.9,74.91
5/24/2007,129.72,73.93
5/25/2007,130.26,74.4
5/29/2007,130.73,75.09
5/30/2007,131.8,75.6
5/31/2007,131.66,76.01
6/1/2007,132.31,76.4
6/4/2007,132.33,76.48
6/5/2007,131.81,76.17
6/6/2007,130.39,75.32
6/7/2007,128.04,73.76
6/8/2007,129.7,74.73
6/11/2007,129.92,74.75
6/12/2007,128.51,73.51
6/13/2007,130.43,74.5
6/14/2007,131.26,75.17
6/15/2007,132.01,76.06
6/18/2007,131.86,75.92
6/19/2007,132.18,76.12
6/20/2007,130.35,74.8
6/21/2007,131.07,75.39
6/22/2007,129.84,74.79
6/25/2007,129.22,74.4
6/26/2007,127.89,73.85
6/27/2007,129.71,75.4
6/28/2007,129.69,75.39
6/29/2007,129.73,74.92
7/2/2007,130.91,75.88
7/3/2007,131.38,76.25
7/5/2007,131.24,76.37
7/6/2007,131.93,76.63
7/9/2007,132.04,76.56
7/10/2007,130.16,75.31
7/11/2007,131.08,75.76
7/12/2007,133.15,76.65
7/13/2007,133.55,76.72
7/16/2007,133.53,76.35
7/17/2007,133.46,76.4
7/18/2007,133.22,76.16
7/19/2007,133.74,76.37
7/20/2007,132.38,75.23
7/23/2007,132.79,74.95
7/24/2007,130.48,73.2
7/25/2007,130.75,72.93
7/26/2007,127.66,70.98
7/27/2007,125.15,69.25
7/30/2007,127.1,70.45
7/31/2007,125.67,69.68
8/1/2007,126.28,70.06
8/2/2007,127.29,70.61
8/3/2007,124.02,68.09
8/6/2007,126.1,68.71
8/7/2007,127.44,69.77
8/8/2007,129.22,71.86
8/9/2007,125.39,70.21
8/10/2007,124.8,70.54
8/13/2007,125.25,70.16
8/14/2007,123.34,68.96
8/15/2007,121.64,67.96
8/16/2007,122.55,69.47
8/17/2007,124.8,70.86
8/20/2007,124.74,70.91
8/21/2007,124.99,71.11
8/22/2007,126.47,71.96
8/23/2007,126.36,71.04
8/24/2007,127.92,71.96
8/27/2007,126.73,70.97
8/28/2007,123.95,69.18
8/29/2007,126.38,71
8/30/2007,126.04,70.52
8/31/2007,127.29,71.16
9/4/2007,128.57,72.07
9/5/2007,127.46,71.4
9/6/2007,127.75,71.42
9/7/2007,125.97,70.25
9/10/2007,125.73,69.27
9/11/2007,127.2,70.48
9/12/2007,127.53,70.04
9/13/2007,128.42,70.21
9/14/2007,128.41,70.57
9/17/2007,127.73,69.79
9/18/2007,131.49,72.77
9/19/2007,132.26,73.74
9/20/2007,131.33,73.01
9/21/2007,131.68,73.16
9/24/2007,131.44,72.6
9/25/2007,131.18,72.31
9/26/2007,131.87,72.94
9/27/2007,132.65,73.38
9/28/2007,132.21,72.51
10/1/2007,133.7,74.31
10/2/2007,133.52,74.79
10/3/2007,133.25,74.58
10/4/2007,133.46,74.7
10/5/2007,135.05,76.21
10/8/2007,134.33,75.64
10/9/2007,135.59,76.26
10/10/2007,135.37,76.2
10/11/2007,134.72,75.34
10/12/2007,135.46,75.93
10/15/2007,134.32,75.05
10/16/2007,133.25,74.19
10/17/2007,133.66,74.48
10/18/2007,133.17,74.3
10/19/2007,129.69,71.65
10/22/2007,130.45,73.16
10/23/2007,131.5,73.72
10/24/2007,131.26,73.25
10/25/2007,131.57,73.07
10/26/2007,133.11,74.29
10/29/2007,133.56,74.21
10/30/2007,132.63,73.62
